T,frac
0.10,0.9711822222222223
0.15,0.9747555555555555
0.20,0.9739199999999999
0.25,0.9325111111111111
0.30,0.7918711111111112
0.33,0.6569199999999998
0.36,0.51888
0.37,0.47678666666666675
0.40,0.3623733333333333
0.45,0.21614666666666665
0.48,0.14464444444444444
0.50,0.11940444444444445
0.52,0.10006666666666666
0.55,0.07135555555555556
0.60,0.04724
0.70,0.025222222222222222
0.80,0.016577777777777778
