T,frac
0.10, 0.9633333333333334
0.15, 0.9666666666666668
0.20, 0.9766666666666668
0.25, 0.9196
0.30, 0.7649666666666667
0.33, 0.5998666666666667
0.36, 0.4697333333333333
0.37, 0.42206666666666665
0.40, 0.2987666666666667
0.42, 0.2388
0.45, 0.16856666666666667
0.50, 0.0927
0.52, 0.0735
