 9.41608339e-01  1.54080688e+00  4.06497416e+00
  7.09369557e-01  2.43735408e+00  4.31769588e+00
  4.77130774e-01  3.33390128e+00  4.57041760e+00
  3.41658151e-01  3.85688715e+00  4.71783860e+00
  1.12438482e+00  8.83737050e-01  4.74058647e+00
  1.30716130e+00  2.26667220e-01  5.41619879e+00
  1.41378091e+00 -1.56623514e-01  5.81030597e+00
  9.91070642e-01  1.30132951e+00  3.13664013e+00
  1.04053295e+00  1.06185214e+00  2.20830610e+00
  1.06938596e+00  9.22157009e-01  1.66677792e+00
 -2.28637254e+00  1.96536645e+00 -8.37998463e-01
 -1.62479182e+00  1.35606409e+00 -1.17364945e+00
 -9.63211104e-01  7.46761733e-01 -1.50930045e+00
 -5.77289018e-01  3.91335357e-01 -1.70509686e+00
 -3.07971535e+00  1.62769358e+00 -4.15879734e-01
 -3.87305816e+00  1.29002071e+00  6.23899571e-03
 -4.33584146e+00  1.09304487e+00  2.52474921e-01
 -2.15461045e+00  2.91234168e+00 -9.24466202e-01
 -2.02284837e+00  3.85931691e+00 -1.01093394e+00
 -1.94598715e+00  4.41171912e+00 -1.06137345e+00
 -1.64529833e-01  5.23827909e+00  3.01946175e+00
 -3.47491575e-01  5.42170762e+00  2.09508143e+00
 -5.30453317e-01  5.60513615e+00  1.17070111e+00
 -6.37180999e-01  5.71213613e+00  6.31479257e-01
  6.46296452e-01  4.78852660e+00  3.26822556e+00
  1.45712274e+00  4.33877411e+00  3.51698937e+00
  1.93010474e+00  4.07641849e+00  3.66210160e+00
 -7.92394376e-01  5.50460305e+00  3.69507826e+00
 -1.42025892e+00  5.77092701e+00  4.37069476e+00
 -1.78651324e+00  5.92628265e+00  4.76480439e+00
  6.12440686e-01  2.89723580e+00 -1.01358443e+00
  1.13922280e+00  2.20277958e+00 -6.11301977e-01
  1.66600492e+00  1.50832337e+00 -2.09019528e-01
  1.97329448e+00  1.10322391e+00  2.56452336e-02
  4.87886755e-01  3.73165105e+00 -5.55504185e-01
  3.63332824e-01  4.56606630e+00 -9.74239451e-02
  2.90676364e-01  5.05280853e+00  1.69789528e-01
  2.10212502e-01  2.75727676e+00 -1.87394711e+00
 -1.92015682e-01  2.61731772e+00 -2.73430980e+00
 -4.26648789e-01  2.53567495e+00 -3.23618804e+00
 -5.32268028e-01 -1.31372392e+00  1.73250715e+00
 -1.03219331e+00 -4.99613644e-01  1.82684256e+00
 -1.53211859e+00  3.14496634e-01  1.92117798e+00
 -1.82374167e+00  7.89394296e-01  1.97620697e+00
 -9.47937803e-01 -2.09089637e+00  1.35195278e+00
 -1.36360758e+00 -2.86806881e+00  9.71398406e-01
 -1.60608161e+00 -3.32141940e+00  7.49408356e-01
  3.83327027e-01 -1.35066176e+00  2.01872611e+00
  1.29892208e+00 -1.38759959e+00  2.30494507e+00
  1.83301920e+00 -1.40914666e+00  2.47190613e+00
 -1.56530758e+00 -3.01419936e+00 -2.02544431e+00
 -8.92466990e-01 -3.46863229e+00 -2.53767108e+00
 -2.19626403e-01 -3.92306522e+00 -3.04989784e+00
  1.72863940e-01 -4.18815109e+00 -3.34869679e+00
 -1.63816021e+00 -2.05799837e+00 -2.06985321e+00
 -1.71101285e+00 -1.10179737e+00 -2.11426211e+00
 -1.75351022e+00 -5.44013460e-01 -2.14016730e+00
 -2.16529553e+00 -3.51596743e+00 -1.46880865e+00
 -2.76528348e+00 -4.01773550e+00 -9.12172983e-01
 -3.11527645e+00 -4.31043354e+00 -5.87468845e-01
  2.57270748e+00 -4.19021535e+00 -3.96127319e+00
  1.93113400e+00 -3.83804372e+00 -4.58252886e+00
  1.28956053e+00 -3.48587209e+00 -5.20378454e+00
  9.15309331e-01 -3.28043864e+00 -5.56618369e+00
  2.29246804e+00 -4.46208356e+00 -3.08425920e+00
  2.01222861e+00 -4.73395177e+00 -2.20724521e+00
  1.84875560e+00 -4.89254155e+00 -1.69565372e+00
  3.49452039e+00 -4.27051878e+00 -4.21703150e+00
  4.41633330e+00 -4.35082221e+00 -4.47278981e+00
  4.95405750e+00 -4.39766587e+00 -4.62198216e+00
  3.44961402e+00  1.82293768e+00  3.92732180e+00
  3.63986849e+00  2.39620407e+00  4.67349128e+00
  3.83012295e+00  2.96947045e+00  5.41966075e+00
  3.94110472e+00  3.30387585e+00  5.85492628e+00
  3.55753309e+00  8.72807963e-01  4.01221585e+00
  3.66545215e+00 -7.73217525e-02  4.09710989e+00
  3.72840494e+00 -6.31564087e-01  4.14663142e+00
  3.15144050e+00  2.19980101e+00  3.09625828e+00
  2.85326697e+00  2.57666433e+00  2.26519475e+00
  2.67933241e+00  2.79650127e+00  1.78040770e+00
  1.53568118e+00 -9.33409817e-01 -4.76700874e-01
  1.70018041e+00 -8.26769703e-01 -1.41647100e+00
  1.86467964e+00 -7.20129589e-01 -2.35624112e+00
  1.96063753e+00 -6.57922856e-01 -2.90444036e+00
  1.04351509e+00 -2.63499570e-01  3.49992016e-03
  5.51349001e-01  4.06410677e-01  4.83700715e-01
  2.64252117e-01  7.97191654e-01  7.63817845e-01
  1.86334803e+00 -1.70996018e+00 -1.71315435e-02
  2.19101489e+00 -2.48651054e+00  4.42437787e-01
  2.38215389e+00 -2.93949825e+00  7.10519897e-01
 -2.57115563e+00 -1.56086737e+00 -4.23771405e+00
 -3.37597173e+00 -1.50269997e+00 -3.71762981e+00
 -4.18078782e+00 -1.44453257e+00 -3.19754558e+00
 -4.65026388e+00 -1.41060159e+00 -2.89416312e+00
 -1.92841397e+00 -8.48374327e-01 -4.20878610e+00
 -1.28567232e+00 -1.35881286e-01 -4.17985816e+00
 -9.10739681e-01  2.79739655e-01 -4.16298353e+00
 -2.40908120e+00 -2.33152781e+00 -4.78672622e+00
 -2.24700676e+00 -3.10218825e+00 -5.33573839e+00
 -2.15246334e+00 -3.55174017e+00 -5.65599549e+00
